code,lat,lon,state,name,x,y
USC00248169,47.07,-105.495,957.7,MT,TERRY 21 NNW,154,175
USC00248211,47.5933,-115.359,725.4,MT,THOMPSON FALLS PH,75,179
USC00248324,46.3308,-111.538,1170.4,MT,TOWNSEND,105,169
USC00248430,45.5472,-112.326,1409.7,MT,TWIN BRIDGES,99,163
USC00248501,48.3089,-112.251,1161.3,MT,VALIER,99,185
USC00248732,46.0558,-104.185,957.1,MT,WEBSTER 3 E,164,167
USC00248809,48.5003,-113.985,961.3,MT,WEST GLACIER,86,187
USC00248939,48.7597,-107.625,711.1,MT,WHITEWATER,137,189
USC00249023,46.0306,-110.506,1787.7,MT,WILSALL 8 ENE,113,167
USC00249082,45.8031,-113.014,1746.5,MT,WISE RIVER 3 WNW,93,165
USC00249240,45.3128,-107.938,1007.4,MT,YELLOWTAIL DAM,134,161
USC00250050,42.5522,-99.8556,765,NE,AINSWORTH,199,139
USC00250245,41.5975,-99.8258,794,NE,ANSELMO 2 SE,199,131
USC00250320,41.4261,-99.1272,658.4,NE,ARCADIA,204,130
USC00250365,41.5697,-101.691,1066.8,NE,ARTHUR,184,131
USC00250375,41.0408,-96.3775,326.1,NE,ASHLAND NO 2,226,127
USC00250435,40.3706,-95.7469,283.5,NE,AUBURN 5 ESE,232,121
USC00250640,40.1306,-99.8278,658.4,NE,BEAVER CITY,199,120
USC00250760,40.0525,-101.539,922,NE,BENKELMAN,185,119
USC00250781,41.3536,-96.2094,379.5,NE,BENNINGTON 3WSW,228,129
USC00250810,40.5283,-99.6353,768.1,NE,BERTRAND,200,123
USC00250945,42.5939,-97.6436,530.4,NE,BLOOMFIELD,216,139
USC00250961,40.3058,-98.5047,609.6,NE,BLUE HILL 4 SW,209,121
USC00251065,40.8836,-97.7497,524.3,NE,BRADSHAW,216,126
USC00251145,41.6681,-103.104,1117.4,NE,BRIDGEPORT,173,132
USC00251240,40.3328,-97.5653,481.6,NE,BRUNING,217,121
USC00251345,41.7769,-99.1433,663.2,NE,BURWELL,204,133
USC00251365,42.9131,-98.8511,552,NE,BUTTE,207,142
USC00251560,41.1156,-98.0064,516.6,NE,CENTRAL CITY,213,127
USC00251680,40.5033,-97.9372,528.5,NE,CLAY CTR 6 ESE,214,123
USC00251825,41.4639,-97.3278,442,NE,COLUMBUS 3 NE,219,130
USC00252065,40.2333,-100.829,796.7,NE,CULBERTSON,191,120
USC00252145,41.4086,-102.966,1303.9,NE,DALTON,174,130
USC00252205,41.2492,-97.1328,490.7,NE,DAVID CITY,220,128
USC00252380,41.7233,-96.8828,426.7,NE,DODGE,222,132
USC00252595,41.9872,-98.0747,589.8,NE,ELGIN,213,134
USC00252645,42.0633,-102.282,1190.2,NE,ELLSWORTH,179,135
USC00252680,42.1717,-100.011,808.9,NE,ELSMERE 9 ENE,197,136
USC00252690,40.4767,-99.8861,731.5,NE,ELWOOD 8 S,198,122
USC00252790,40.6864,-100.054,819.9,NE,EUSTIS 2 NW,197,124
USC00252820,40.0739,-97.1669,411.5,NE,FAIRBURY 5S,220,119
USC00252840,40.6422,-97.5928,499.9,NE,FAIRMONT,217,124
USC00253050,41.43,-96.4669,359.7,NE,FREMONT,226,130
USC00253065,40.6558,-97.2208,467.9,NE,FRIEND 3E,220,124
USC00253185,41.4514,-97.7644,484.6,NE,GENOA 2 W,215,130
USC00253365,40.94,-100.152,787.9,NE,GOTHENBURG,196,126
USC00253461,41.0311,-97.4703,495,NE,GRESHAM 3W,218,127
USC00253515,40.0136,-101.941,998.2,NE,HAIGLER,182,119
USC00253589,40.0136,-97.9289,463.3,NE,HARDY,214,119
USC00253605,41.6331,-103.954,1386.8,NE,HARRISBURG 12WNW,166,132
USC00253660,40.6472,-98.3836,590.7,NE,HASTINGS 4N,210,124
USC00253755,42.3208,-103.073,1301.5,NE,HEMINGFORD,173,137
USC00253825,40.6219,-96.6283,396.2,NE,HICKMAN,224,123
USC00253910,40.4517,-99.3803,707.1,NE,HOLDREGE,202,122
USC00254035,41.7175,-97.0031,463.3,NE,HOWELLS,221,132
USC00254043,40.01,-97.4978,448.1,NE,HUBBELL,218,119
USC00254335,40.7258,-99.0133,649.2,NE,KEARNEY 4 NE,205,124
USC00254440,41.2453,-103.634,1435,NE,KIMBALL 2NE,168,128
USC00254455,41.2097,-101.671,1011.3,NE,KINGSLEY DAM,184,128
USC00254900,41.1489,-102.636,1168,NE,LODGEPOLE,176,128
USC00255050,41.9378,-96.4789,390.1,NE,LYONS,226,134
USC00255105,40.9081,-96.865,399.3,NE,MALCOLM,223,126
USC00255250,41.22,-99.2981,688.8,NE,MASON CITY,203,128
USC00255311,40.4389,-100.696,836.7,NE,MC COOK 17 NNW,192,122
USC00255565,40.5156,-98.9514,658.4,NE,MINDEN,206,123
USC00255780,40.0783,-99.1386,573.9,NE,NAPONEE,204,119
USC00255810,40.6986,-95.8867,321.6,NE,NEBRASKA CITY 2NW,230,124
USC00255830,42.1303,-98.0275,536.4,NE,NELIGH,213,136
USC00255840,40.1983,-98.0733,522.7,NE,NELSON,213,120
USC00255925,42.6008,-99.3333,679.7,NE,NEWPORT,203,139
USC00256075,41.0569,-100.749,922,NE,NORTH PLATTE EXP FARM,192,127
USC00256135,42.0678,-97.9675,521.2,NE,OAKDALE,214,135
USC00256336,41.6028,-98.9269,624.8,NE,ORD 2,206,131
USC00256365,40.1314,-99.4558,597.4,NE,ORLEANS 2 W,202,120
USC00256375,41.1839,-97.55,499.9,NE,OSCEOLA,217,128
USC00256385,41.4014,-102.346,1033.3,NE,OSHKOSH,179,130
USC00256390,41.3039,-102.438,1167.4,NE,OSHKOSH 8 SW,178,129
USC00256480,40.3492,-101.109,844.3,NE,PALISADE,189,121
USC00256795,41.0267,-95.8828,306.3,NE,PLATTSMOUTH 1E,230,127
USC00257032,42.2944,-97.3647,541,NE,RANDOLPH 6 S,219,137
USC00257070,40.0978,-98.5197,524.3,NE,RED CLOUD,209,119
USC00257515,41.2078,-98.4608,547.4,NE,SAINT PAUL,210,128
USC00257640,41.4425,-97.0656,411.5,NE,SCHUYLER,221,130
USC00257715,40.8997,-97.0908,440.4,NE,SEWARD,221,126
USC00258040,42.8103,-98.6558,466.3,NE,SPENCER 5 SSE,208,141
USC00258320,40.0314,-97.9842,493.8,NE,SUPERIOR 4E,214,119
USC00258395,40.6661,-96.1892,335.3,NE,SYRACUSE,228,124
USC00258410,40.2353,-96.0861,338.3,NE,TABLE ROCK 4 N,229,120
USC00258455,41.7708,-99.3814,691.9,NE,TAYLOR,202,133
USC00258465,40.3544,-96.1939,338.3,NE,TECUMSEH 1S,228,121
USC00258628,40.1739,-101.061,856.5,NE,TRENTON DAM,189,120
USC00258735,40.3436,-98.8664,696.8,NE,UPLAND 4NE,207,121
USC00258745,40.8972,-97.3464,487.7,NE,UTICA,219,126
USC00258875,40.2444,-96.4983,470.9,NE,VIRGINIA,226,120
USC00258915,42.2647,-96.8667,423.7,NE,WAKEFIELD,223,137
USC00259045,42.2361,-97.0108,446.5,NE,WAYNE,221,136
USC00259090,40.8639,-96.1414,335.3,NE,WEEPING WATER,228,125
USC00259115,40.7558,-100.73,858.3,NE,WELLFLEET,192,125
USC00259200,41.845,-96.7142,399.3,NE,WEST POINT,224,133
USC00259325,40.1119,-100.105,701,NE,WILSONVILLE,197,119
USC00259475,40.1269,-96.6711,382.5,NE,WYMORE,224,120
USC00262243,36.4378,-115.36,890,NV,DESERT NWR,75,90
USC00264698,40.1906,-118.477,1211.6,NV,LOVELOCK,50,120
USC00265168,38.3844,-118.106,1391.7,NV,MINA,53,106
USC00265890,36.2786,-116.003,815,NV,PAHRUMP,69,89
USC00267369,35.4661,-114.922,1079,NV,SEARCHLIGHT,78,82
USC00267612,38.8822,-119.351,1524,NV,SMITH 6 N,43,110
USC00270681,44.0342,-71.9486,365.8,NH,BENTON 5 SW,422,151
USC00270690,44.4486,-71.1842,283.5,NH,BERLIN,428,154
USC00272842,44.7889,-71.1231,390.1,NH,ERROL,429,157
USC00272999,45.0875,-71.2872,506,NH,FIRST CONNECTICUT LAKE,427,159
USC00273626,43.0167,-70.8333,25.9,NH,GREENLAND,431,143
USC00273850,43.7033,-72.2847,183.8,NH,HANOVER,419,148
USC00274329,44.4169,-71.5008,376.4,NH,JEFFERSON,425,154
USC00274399,42.9389,-72.3247,155.8,NH,KEENE,419,142
USC00274480,43.5492,-71.4642,152.4,NH,LAKEPORT 2,426,147
USC00274556,44.4911,-71.5725,262.1,NH,LANCASTER,425,154
USC00275150,43.1175,-72.2003,359.7,NH,MARLOW,420,143
USC00275868,43.3836,-72.1753,240.8,NH,NEWPORT,420,146
USC00275995,44.0303,-71.1383,165.8,NH,NORTH CONWAY,428,151
USC00278858,43.0739,-72.4053,283.5,NH,WALPOLE 3,418,143
USC00280927,40.5603,-74.575,15.2,NJ,BOUND BROOK 2W,401,123
USC00281327,41.1086,-74.4817,335.3,NJ,CANISTEAR RSVR,402,127
USC00281335,40.7436,-74.3539,54.9,NJ,CANOE BROOK,403,124
USC00281351,38.9536,-74.9358,6.1,NJ,CAPE MAY 2 NW,399,111
USC00282023,40.6669,-74.3231,22.9,NJ,CRANFORD,403,124
USC00283516,41.1386,-74.3244,143.3,NJ,GREENWOOD LAKE,403,128
USC00283951,40.265,-74.5642,30.5,NJ,HIGHTSTOWN 2 W,401,121
USC00284229,39.8144,-74.7883,30.5,NJ,INDIAN MILLS 2 W,399,117
USC00284635,40.3667,-74.9472,20.7,NJ,LAMBERTVILLE,398,121
USC00285728,39.9511,-74.9697,13.7,NJ,MOORESTOWN,398,118
USC00286055,40.4719,-74.4364,26.2,NJ,NEW BRUNSWICK 3 SE,402,122
USC00286146,40.9611,-74.0158,3.7,NJ,NEW MILFORD,405,126
USC00287301,40.7369,-74.7322,111.3,NJ,POTTERSVILLE 2 NNW,400,124
USC00289832,41.0139,-74.0425,31.4,NJ,WOODCLIFF LAKE,405,127
USC00290041,36.2403,-106.428,1944.6,NM,ABIQUIU DAM,146,88
USC00290600,32.7547,-104.384,1026,NM,ARTESIA 6S,162,61
USC00291252,33.0389,-108.714,1464,NM,BUCKHORN,128,63
USC00291286,32.8967,-107.309,1277.1,NM,CABALLO DAM,139,62
USC00291469,32.3478,-104.223,951,NM,CARLSBAD,164,57
USC00291664,36.9178,-106.578,2392.7,NM,CHAMA,145,94
USC00291910,32.8331,-108.504,1455.7,NM,CLIFF 11 SE,129,61
USC00291982,35.6414,-106.332,1694.7,NM,COCHITI DAM,147,84
USC00292030,35.4072,-104.191,1293.6,NM,CONCHAS DAM,164,82
USC00292510,35.1842,-105.057,1569.7,NM,DILIA,157,80
USC00292608,36.9358,-107,2070.5,NM,DULCE,141,94
USC00292837,36.5928,-106.73,2054.4,NM,EL VADO DAM,144,91
USC00292848,33.1461,-107.184,1394.8,NM,ELEPHANT BUTTE DAM,140,64
USC00292854,33.9403,-103.657,1339.6,NM,ELIDA,168,70
USC00293060,34.8242,-106.034,1871.5,NM,ESTANCIA 4N,149,77
USC00293142,36.6897,-108.309,1714.5,NM,FARMINGTON AG SCI CTR,131,92
USC00293265,32.7939,-108.151,1859,NM,FT BAYARD,132,61
USC00293294,34.4667,-104.232,1226.8,NM,FT SUMNER,164,74
USC00293296,34.3942,-104.25,1234.4,NM,FT SUMNER 5 S,163,74
USC00293511,36.3336,-106.474,1981.2,NM,GHOST RCH,146,89
USC00293592,35.2656,-106.214,2042.2,NM,GOLDEN,148,81
USC00294009,32.9203,-107.566,1605.4,NM,HILLSBORO,137,62
USC00294175,34.6344,-103.89,1470.7,NM,HOUSE,166,76
USC00294346,32.1103,-103.187,930.9,NM,JAL,172,55
USC00294398,35.9547,-107.086,2195.5,NM,JOHNSON RCH,141,86
USC00294461,34.0311,-107.125,2041.9,NM,KELLY RCH,141,71
USC00294742,36.9825,-104.375,2255.5,NM,LAKE MALOYA,163,94
USC00295150,34.7675,-106.761,1475.2,NM,LOS LUNAS 3 SSW,143,77
USC00295617,34.4278,-103.625,1401.8,NM,MELROSE,169,74
USC00295937,35.8022,-103.944,1665.7,NM,MOSQUERO 1 NE,166,85
USC00296275,36.1839,-105.061,2333.2,NM,OCATE 2 NW,157,88
USC00296619,36.2994,-103.741,1722.1,NM,PASAMONTE,168,89
USC00296687,34.6153,-105.474,1874.5,NM,PEDERNAL 9 E,154,75
USC00297008,34.1742,-103.352,1222.2,NM,PORTALES,171,72
USC00297280,36.8864,-104.443,2023.9,NM,RATON KRTN RADIO,162,94
USC00297340,32.7047,-108.728,1236.3,NM,REDROCK 1 NNE,128,60
USC00297423,33.7528,-107.209,1661.2,NM,RIENHARDT RCH,140,69
USC00298107,34.9358,-104.68,1405.1,NM,SANTA ROSA,160,78
USC00298535,32.2822,-106.76,1184.5,NM,STATE UNIV,143,57
USC00298596,34.6033,-104.381,1312.5,NM,SUMNER LAKE,162,75
USC00299156,35.2006,-103.687,1245.4,NM,TUCUMCARI 4 NE,168,80
USC00299165,33.0719,-106.042,1350.3,NM,TULAROSA,149,63
USC00300183,42.3033,-78.0189,452,NY,ANGELICA,373,137
USC00300331,42.7339,-76.6592,253,NY,AURORA RSCH FARM,384,140
USC00300343,42.9203,-77.7558,166.1,NY,AVON,375,142
USC00300668,43.8,-74.8667,536.4,NY,BIG MOOSE 3 SE,399,149
USC00300889,40.9461,-72.3069,18.3,NY,BRIDGEHAMPTON,419,126
USC00301152,42.8453,-77.2808,219.5,NY,CANANDAIGUA 3 S,379,141
USC00301168,42.1944,-76.3128,280.4,NY,CANDOR 2SE,387,136
USC00301413,42.0025,-76.6383,250.5,NY,CHEMUNG,384,135
USC00301752,42.7167,-74.9267,383.1,NY,COOPERSTOWN,398,140
USC00302060,42.0628,-75.4264,304.8,NY,DEPOSIT,394,135
USC00302129,41.0072,-73.8344,61,NY,DOBBS FERRY ARDSLEY,407,127
USC00302574,44.9131,-73.8222,289.6,NY,ELLENBURG DEPOT,407,158
USC00302610,42.0997,-76.8358,288.6,NY,ELMIRA,383,135
USC00303025,42.3297,-78.4633,484.6,NY,FRANKLINVILLE,370,137
USC00303065,42.1378,-78.2372,499.9,NY,FRIENDSHIP 7 SW,372,136
USC00303184,42.8767,-77.0308,218.8,NY,GENEVA RSCH FARM,381,142
USC00303284,43.3333,-73.7333,153.6,NY,GLENS FALLS FARM,408,145
USC00303346,44.3539,-75.5122,128,NY,GOUVERNEUR 3 NW,393,153
USC00303773,42.7442,-77.6083,274.9,NY,HEMLOCK,377,140
USC00303851,43.5753,-75.5208,537.4,NY,HIGHMARKET,393,147
USC00303983,42.3489,-77.7044,403.9,NY,HORNELL ALMOND DAM,376,137
USC00304102,43.755,-74.2692,506,NY,INDIAN LAKE 2SW,403,149
USC00304174,42.4492,-76.4492,292.6,NY,ITHACA CORNELL UNIV,386,138
USC00304555,44.2444,-73.9855,591.3,NY,LAKE PLACID 2 S,406,152
USC00304772,42.0636,-77.1467,317,NY,LINDLEY 2N,380,135
USC00304836,42.6703,-76.4722,365.8,NY,LOCKE 2 W,386,140
USC00304912,43.7975,-75.4817,262.1,NY,LOWVILLE,394,149
USC00304996,44.8419,-74.3081,268.2,NY,MALONE,403,157
USC00305310,41.4603,-74.4489,213.4,NY,MIDDLETOWN 2 NW,402,130
USC00305426,41.7681,-74.155,379.5,NY,MOHONK LAKE,404,133
USC00305925,43.6611,-73.8969,271.3,NY,NORTH CREEK 5 SE,406,148
USC00306047,43.0219,-78.8467,182.9,NY,NORTH TONAWANDA,367,143
USC00306085,42.5117,-75.5197,301.4,NY,NORWICH,393,139
USC00306196,42.0736,-78.4517,432.8,NY,OLEAN,370,135
USC00306314,43.4622,-76.4933,106.7,NY,OSWEGO EAST,386,146
USC00306745,42.5697,-78.04,356,NY,PORTAGEVILLE,373,139
USC00307134,40.9619,-72.7158,30.5,NY,RIVERHEAD RSCH FM,416,126
USC00307210,41.5917,-74.6142,387.1,NY,ROCK HILL 3 SW,401,131
USC00307705,42.6772,-75.5067,333.8,NY,SHERBURNE,393,140
USC00309000,43.9761,-75.8753,151.5,NY,WATERTOWN,390,150
USC00309303,42.6167,-73.6,195.1,NY,WEST SAND LAKE 2 S,409,139
USC00309389,43.5575,-73.4011,36.3,NY,WHITEHALL,410,147
USC00309425,42.0397,-77.765,530.4,NY,WHITESVILLE,375,135
USC00309516,42.3031,-74.2011,512.1,NY,WINDHAM 3 E,404,137
USC00309670,41.2664,-73.7975,204.2,NY,YORKTOWN HEIGHTS 1W,407,129
USC00310286,35.7044,-79.8378,265.2,NC,ASHEBORO 2 W,359,84
USC00310674,35.5731,-76.5847,0,NC,BELHAVEN 3 NE,385,83
USC00311081,35.7425,-81.8372,350.5,NC,BRIDGEWATER HYDRO,343,84
USC00311285,36.1414,-78.7736,108.2,NC,BUTNER FLTR PLT,367,88
USC00311515,35.3319,-79.4067,134.1,NC,CARTHAGE WTP,362,81
USC00311538,35.4967,-81.6131,320,NC,CASAR,345,82
USC00311606,34.9833,-76.3,2.4,NC,CEDAR ISLAND,386,78
USC00311677,35.9086,-79.0794,152.4,NC,CHAPEL HILL 2 W,365,86
USC00311881,35.0247,-78.2758,48.2,NC,CLINTON 2 NE,371,79
USC00311975,35.4111,-80.5833,213.4,NC,CONCORD,353,82
USC00312102,35.0592,-83.4314,685.5,NC,COWEETA EXP STN,330,79
USC00312200,35.3117,-83.1747,668.1,NC,CULLOWHEE,332,81
USC00312238,36.4147,-80.2169,256,NC,DANBURY,356,90
USC00312500,35.3247,-78.6881,61,NC,DUNN 4 NW,368,81
USC00312719,36.3097,-76.205,2.4,NC,ELIZABETH CITY,388,89
USC00312740,36.2544,-80.865,265.2,NC,ELKIN,351,89
USC00312827,36.1686,-77.675,33.5,NC,ENFIELD,376,88
USC00313017,35.0583,-78.8583,29.3,NC,FAYETTEVILLE PWC,367,79
USC00313106,35.4267,-82.5575,630.9,NC,FLETCHER 3 W,337,82
USC00313555,36.0503,-79.3728,201.2,NC,GRAHAM 2 ENE,363,87
USC00313784,34.8872,-79.6922,106.7,NC,HAMLET,360,78
USC00313976,35.3297,-82.4492,658.4,NC,HENDERSONVILLE 1 NE,338,81
USC00314055,35.0567,-83.1983,1173.5,NC,HIGHLANDS,332,79
USC00314063,35.9672,-79.9722,274.3,NC,HIGH POINT,358,86
USC00314464,35.1858,-79.6772,222.5,NC,JACKSON SPRINGS 5 WNW,360,80
USC00314860,34.7508,-79.4664,64,NC,LAURINBURG,362,77
USC00314962,36.1325,-77.1708,15.2,NC,LEWISTON,380,88
USC00314970,35.8458,-80.2597,231.6,NC,LEXINGTON,355,85
USC00314996,35.4606,-81.3289,274.3,NC,LINCOLNTON 4 W,347,82
USC00315116,34.0103,-78.545,12.2,NC,LONGWOOD,369,71
USC00315356,35.8036,-82.6658,609.6,NC,MARSHALL,336,85
USC00315771,34.9797,-80.5233,167.6,NC,MONROE 2 SE,353,78
USC00315830,34.7336,-76.7358,3,NC,MOREHEAD CITY 2 WNW,384,77
USC00315838,35.7297,-81.6728,353.6,NC,MORGANTON,344,84
USC00315890,36.4992,-80.6508,317.3,NC,MT AIRY 2 W,352,90
USC00315913,35.3336,-80.9872,185.9,NC,MT HOLLY 4 NE,350,81
USC00316236,35.6625,-82.3469,755.9,NC,NORTH FORK 2,339,84
USC00316256,36.1631,-81.1494,341.4,NC,NORTH WILKESBORO,348,88
USC00316602,35.9983,-81.565,387.1,NC,PATTERSON,345,86
USC00316805,35.2719,-82.6475,667.5,NC,PISGAH FOREST 3 NE,336,81
USC00316853,35.8722,-76.6592,6.1,NC,PLYMOUTH 5 E,384,85
USC00317074,35.7294,-78.6839,128,NC,RALEIGH 4 SW,368,84
USC00317097,35.8222,-79.7917,246.9,NC,RANDLEMAN,359,85
USC00317202,36.3825,-79.6947,271.3,NC,REIDSVILLE 2 NW,360,90
USC00317229,35.7747,-81.4372,297.5,NC,RHODHISS HYDRO PLT,346,85
USC00317319,36.4783,-77.6717,64,NC,ROANOKE RAPIDS,376,90
USC00317395,35.9519,-77.8183,39.6,NC,ROCKY MOUNT,375,86
USC00317486,35.1417,-82.8231,669,NC,ROSMAN,335,80
USC00317618,35.6967,-80.6228,251.5,NC,SALISBURY 9 WNW,353,84
USC00317656,35.5347,-79.0464,79.9,NC,SANFORD 8 NE,365,83
USC00317924,35.7606,-79.4622,185.9,NC,SILER CITY 2 N,362,85
USC00317994,35.5164,-78.3458,45.7,NC,SMITHFIELD,371,83
USC00318292,35.81,-80.8808,289.6,NC,STATESVILLE 2 NNE,350,85
USC00318492,35.4478,-83.9389,338.3,NC,TAPOCO,326,82
USC00318500,35.8847,-77.5386,10.7,NC,TARBORO 1 S,377,86
USC00318694,36.3919,-81.3039,876.3,NC,TRANSOU,347,90
USC00318706,35.0628,-77.3547,9.1,NC,TRENTON,379,79
USC00318744,35.2058,-82.2517,365.8,NC,TRYON,339,80
USC00318964,34.9603,-80.0772,146.3,NC,WADESBORO,357,78
USC00319100,35.5553,-77.0722,3,NC,WASHINGTON WWTP 4W,381,83
USC00319123,35.7742,-83.0981,438.9,NC,WATERVILLE 2,333,85
USC00319147,35.4867,-82.9683,810.2,NC,WAYNESVILLE 1 E,334,82
USC00319357,34.4094,-78.7914,27.4,NC,WHITEVILLE 7 NW,367,74
USC00319423,34.6611,-78.0456,16.8,NC,WILLARD 4 SW,373,76
USC00319440,35.8528,-77.0306,6.1,NC,WILLIAMSTON 1 E,381,85
USC00319467,34.3208,-77.9206,12.2,NC,WILMINGTON 7 N,374,73
USC00319476,35.6939,-77.9456,33.5,NC,WILSON 3 SW,374,84
USC00319555,36.1308,-81.2275,326.1,NC,W KERR SCOTT RSVR,348,88
USC00319675,36.1306,-80.5481,266.7,NC,YADKINVILLE 6 E,353,88
USC00320022,48.3308,-98.1189,473.7,ND,ADAMS 7 SSW,213,185
USC00320382,46.0406,-99.3742,613.9,ND,ASHLEY,203,167
USC00320941,48.8217,-100.452,493.5,ND,BOTTINEAU,194,189
USC00320995,46.1825,-103.406,908.3,ND,BOWMAN,170,168
USC00321435,48.8628,-97.7014,271.3,ND,CAVALIER 7NW,216,189
USC00321477,46.7958,-97.2686,294.1,ND,CHAFFEE 5 NE,219,173
USC00322304,48.0475,-100.31,466.3,ND,DRAKE 9 NE,195,183
USC00323064,46.0347,-98.9436,627.9,ND,FORBES 10 NW,206,167
USC00323621,47.9217,-97.0981,253,ND,GRAND FORKS UNIV NWS,221,182
USC00324571,47.8967,-102.921,752.9,ND,KEENE 3S,174,182
USC00324958,48.7622,-98.3447,492.3,ND,LANGDON EXP FARM,211,189
USC00325230,46.6611,-98.2267,451.7,ND,LITCHVILLE 2NW,212,172
USC00325479,46.8128,-100.91,533.4,ND,MANDAN EXP STN,190,173
USC00325638,47.8214,-101.292,643.1,ND,MAX,187,181
USC00325730,47.5808,-98.6422,474,ND,MC HENRY 3W,208,179
USC00325754,46.4025,-97.2381,327.7,ND,MC LEOD 3 E,220,170
USC00326105,46.7006,-98.5839,428.2,ND,MONTPELIER,209,172
USC00326255,46.5067,-99.7692,603.5,ND,NAPOLEON,199,171
USC00326365,46.8925,-101.49,655.3,ND,NEW SALEM 5NW,186,174
USC00327311,46.1758,-101.856,755.9,ND,PRETTY ROCK,183,168
USC00327450,46.1089,-102.945,864.1,ND,REEDER,174,167
USC00327664,48.8811,-99.5861,558.7,ND,ROLLA 1NE,201,190
USC00328065,46.2331,-101.129,550.5,ND,SHIELDS,188,168
USC00328276,48.3567,-102.412,694.9,ND,STANLEY 3 NNW,178,185
USC00328627,48.3475,-101.933,661.4,ND,TAGUS,182,185
USC00328812,47.2842,-103.901,737.6,ND,TROTTERS 3 SSE,166,177
USC00328872,47.455,-101.146,623.3,ND,UNDERWOOD,188,178
USC00328913,48.6147,-100.726,434.3,ND,UPHAM 3 N,192,187
USC00328937,46.9558,-98.0203,368.8,ND,VALLEY CITY 3 NNW,213,174
USC00329333,48.9097,-101.019,457.8,ND,WESTHOPE,189,190
USC00329400,48.6631,-103.213,688.8,ND,WILDROSE 3NW,172,188
USC00329430,48.1375,-103.737,641.6,ND,WILLISTON EXP FARM,168,184
USC00330563,40.3533,-83.7747,361.2,OH,BELLEFONTAINE,327,121
USC00331057,39.9519,-82.4817,270.4,OH,BUCKEYE LAKE 1 N,338,118
USC00331072,40.8128,-82.9694,291.1,OH,BUCYRUS,334,125
USC00331152,40.2686,-80.9981,384,OH,CADIZ,350,121
USC00331197,40.0167,-81.5833,243.8,OH,CAMBRIDGE,345,119
USC00331390,40.5694,-84.5364,262.1,OH,CELINA 3 NE,321,123
USC00331458,41.5833,-81.1833,344.4,OH,CHARDON,348,131
USC00331515,39.1547,-84.6233,292.6,OH,CHEVIOT,321,112
USC00331541,41.0517,-81.9361,359.7,OH,CHIPPEWA LAKE,342,127
USC00331592,39.6106,-82.9547,205.1,OH,CIRCLEVILLE,334,115
USC00331777,40.0606,-82.8942,243.8,OH,COLUMBUS HAP CREMEAN W,334,119
USC00331858,40.2211,-82.0667,237.7,OH,COOPERDALE,341,120
USC00331890,40.2403,-81.8711,231.6,OH,COSHOCTON WPC PLT,343,120
USC00331905,40.3708,-81.7908,347.5,OH,COSHOCTON AG RSCH STN,343,121
USC00332044,40.4397,-82.3039,295.7,OH,DANVILLE 2 W,339,122
USC00332067,39.7633,-84.1911,227.1,OH,DAYTON MCD,324,117
USC00332098,41.2778,-84.3853,213.4,OH,DEFIANCE,322,129
USC00332485,39.7347,-84.6336,305.4,OH,EATON,320,116
USC00332599,41.3833,-82.05,222.5,OH,ELYRIA 3 E,341,130
USC00332791,41.0461,-83.6622,234.1,OH,FINDLAY WPCC,328,127
USC00332974,41.3333,-83.1167,182.9,OH,FREMONT,333,129
USC00333021,40.7236,-82.8,356.6,OH,GALION WTR WKS,335,124
USC00333375,40.1,-84.65,312.1,OH,GREENVILLE WTP,320,119
USC00333758,39.2333,-83.6092,296,OH,HILLSBORO,329,112
USC00333780,41.3,-81.15,374.9,OH,HIRAM,348,129
USC00334238,39.3531,-84.2606,228.6,OH,KINGS MILLS,323,113
USC00334434,39.4667,-82.7333,231.6,OH,LAURELVILLE,336,114
USC00334551,40.7247,-84.1294,259.1,OH,LIMA WWTP,324,124
USC00334927,39.4089,-81.4328,176.8,OH,MARIETTA WWTP,346,114
USC00334979,40.2411,-83.3669,304.8,OH,MARYSVILLE,331,120
USC00335029,39.2503,-82.4822,239.3,OH,MC ARTHUR,338,113
USC00335438,41.5886,-84.585,262.1,OH,MONTPELIER,321,131
USC00335505,41.3,-80.7667,277.4,OH,MOSQUITO CREEK LAKE,351,129
USC00335718,39.5014,-82.2439,213.4,OH,NELSONVILLE,340,115
USC00335747,40.0875,-82.4128,254.5,OH,NEWARK WATER WKS,338,119
USC00335786,39.9322,-84.0333,268.2,OH,NEW CARLISLE,325,118
USC00335857,39.7333,-82.2156,271.3,OH,NEW LEXINGTON 2 NW,340,116
USC00336118,41.2667,-82.6167,204.2,OH,NORWALK WWTP,337,129
USC00336196,41.2667,-82.2167,248.7,OH,OBERLIN,340,129
USC00336405,40.9461,-83.9614,234.7,OH,PANDORA,326,126
USC00336465,41.1244,-84.5922,221,OH,PAULDING,321,127
USC00336600,39.8386,-81.9167,310.9,OH,PHILO 3 SW,342,117
USC00336697,40.0494,-84.3458,280.4,OH,PLEASANT HILL,323,119
USC00336781,38.7569,-82.8872,164.6,OH,PORTSMOUTH-SCIOTOVILLE,334,109
USC00336861,40.4833,-83.2,278.9,OH,PROSPECT,332,122
USC00336949,41.1333,-81.2833,337.4,OH,RAVENNA 2 S,347,128
USC00337383,40.5447,-84.4375,266.7,OH,ST MARYS 3 W,322,123
USC00337538,39.7339,-83.4775,326.1,OH,SEDALIA,330,116
USC00337693,40.2706,-84.1506,286.5,OH,SIDNEY 1 S,324,121
