code,lat,lon,state,name,x,y
USC00087851,28.3378,-82.26,57.9,FL,SAINT LEO,339,25
USC00088824,28.1522,-82.7539,2.4,FL,TARPON SPGS SEWAGE PL,336,24
USC00088942,28.6242,-80.8158,1.5,FL,TITUSVILLE,351,27
USC00089120,29.4083,-82.8186,10.1,FL,USHER TWR,335,34
USC00089176,27.1006,-82.4364,2.4,FL,VENICE,338,15
USC00089566,30.1192,-85.2042,12.8,FL,WEWAHITCHKA,316,39
USC00090010,31.9381,-83.3078,73.2,GA,ABBEVILLE 4S,331,54
USC00090140,31.5339,-84.1489,54.9,GA,ALBANY 3 SE,324,51
USC00090444,33.8264,-84.4961,276.5,GA,ATLANTA 9NW,322,69
USC00090969,34.8544,-83.9444,594.1,GA,BLAIRSVILLE EXP STN,326,77
USC00091340,31.1681,-81.5022,4,GA,BRUNSWICK,345,48
USC00091372,32.3178,-84.5203,196.9,GA,BUENA VISTA,321,57
USC00091500,31.1903,-84.2036,53.3,GA,CAMILLA 3SE,324,48
USC00091640,33.5972,-85.0806,303.3,GA,CARROLLTON,317,67
USC00091670,34.1825,-84.7958,234.7,GA,CARTERSVILLE 2,319,72
USC00091863,34.7589,-84.765,216.4,GA,CHATSWORTH 2,319,77
USC00092006,34.5858,-83.7658,477.6,GA,CLEVELAND,327,75
USC00092180,34.2625,-83.4894,228.6,GA,COMMERCE 4 NNW,330,73
USC00092266,31.985,-83.7747,93.9,GA,CORDELE,327,54
USC00092283,34.5181,-83.5286,448.1,GA,CORNELIA,329,75
USC00092361,31.8453,-83.9408,74.7,GA,CRISP CO PWR DAM,326,53
USC00092485,33.9881,-84.7475,335.3,GA,DALLAS 7 NE,320,70
USC00092839,32.5575,-82.9036,70.1,GA,DUBLIN,334,59
USC00092966,32.2003,-83.2058,121.9,GA,EASTMAN 1 W,332,56
USC00093060,34.1406,-82.855,164.6,GA,ELBERTON 2 N,335,72
USC00093115,34.6936,-84.4936,414.2,GA,ELLIJAY,322,76
USC00093147,33.875,-85.0008,388,GA,EMBRY,317,70
USC00093465,30.74,-82.1278,36.6,GA,FOLKSTON 9 SW,340,44
USC00093538,31.8717,-81.6289,28,GA,FT STEWART,344,53
USC00093621,34.3006,-83.86,356.6,GA,GAINESVILLE,327,73
USC00093695,33.2261,-82.595,126.8,GA,GIBSON,337,64
USC00094429,31.0767,-82.8003,57,GA,HOMERVILLE 5 N,335,47
USC00094648,34.4758,-84.4461,446.5,GA,JASPER 1 NNW,322,74
USC00094700,33.5311,-84.3544,283.5,GA,JONESBORO,323,67
USC00094728,33.1139,-83.7881,137.2,GA,JULIETTE,327,63
USC00095314,33.0125,-82.3914,98.1,GA,LOUISVILLE 1 E,338,63
USC00095979,32.2903,-84.0314,99.7,GA,MONTEZUMA,325,57
USC00096043,31.6061,-84.6453,83.2,GA,MORGAN 5 NW,320,51
USC00096087,31.1769,-83.7492,103.6,GA,MOULTRIE 2 ESE,328,48
USC00097087,32.0467,-84.3711,152.4,GA,PLAINS SW GA EXP STN,323,55
USC00097201,32.0547,-84.5239,123.4,GA,PRESTON,321,55
USC00097600,34.2453,-85.1514,200.9,GA,ROME,316,72
USC00097777,32.9744,-82.8045,137.5,GA,SANDERSVILLE,335,62
USC00098064,33.5636,-83.0767,211.8,GA,SILOAM 3N,333,67
USC00098600,34.0861,-84.9828,219.8,GA,TAYLORSVILLE,318,71
USC00098703,31.4461,-83.4767,115.8,GA,TIFTON,330,50
USC00098740,34.5786,-83.3319,308.5,GA,TOCCOA,331,75
USC00098950,33.8722,-83.5358,256,GA,U OF GA PLT SCI,329,69
USC00099157,33.7264,-82.7058,189,GA,WASHINGTON 2 ESE,336,68
USC00099186,31.2514,-82.3128,44.2,GA,WAYCROSS 4 NE,339,49
USC00099506,32.9708,-84.6103,222.5,GA,WOODBURY,321,62
USC00100010,42.9536,-112.825,1342.6,ID,ABERDEEN EXP STN,95,142
USC00101017,43.7383,-116.202,1184.1,ID,BOISE 7 N,68,148
USC00101514,44.5228,-116.048,1492.3,ID,CASCADE 1 NW,69,155
USC00101636,43.9592,-115.845,1353.3,ID,CENTERVILLE ARBAUGH RC,71,150
USC00102159,46.0336,-116.392,1202.4,ID,COTTONWOOD 2 WSW,66,167
USC00102707,44.2436,-112.201,1661.2,ID,DUBOIS EXP STN,100,152
USC00102845,46.5022,-116.322,303.3,ID,DWORSHAK FISH HATCH,67,171
USC00102942,43.8544,-116.466,728.5,ID,EMMETT 2 E,66,149
USC00103732,42.5872,-111.728,1691.6,ID,GRACE,104,139
USC00104140,42.5972,-114.138,1237.5,ID,HAZELTON,84,139
USC00104456,43.3456,-111.785,1776.4,ID,IDAHO FALLS 16 SE,103,145
USC00104670,42.7325,-114.519,1140,ID,JEROME,81,140
USC00105275,42.1231,-111.314,1806.2,ID,LIFTON PUMPING STN,107,135
USC00105708,44.8869,-116.105,1531.6,ID,MC CALL,69,158
USC00106152,46.7281,-116.956,810.8,ID,MOSCOW U OF I,62,172
USC00106305,43.6039,-116.575,752.9,ID,NAMPA SUGAR FACTORY,65,147
USC00106424,46.2358,-116.247,987.6,ID,NEZPERCE,68,168
USC00106542,42.2342,-113.898,1389.6,ID,OAKLEY,86,136
USC00107648,43.2064,-116.749,1197.9,ID,REYNOLDS,64,144
USC00107673,43.0528,-114.158,1305.2,ID,RICHFIELD,84,143
USC00109303,42.5458,-114.346,1207,ID,TWIN FALLS 6 E,83,139
USC00110187,37.4814,-89.2344,195.1,IL,ANNA 2 NNE,284,98
USC00110356,40.7086,-90.3628,195.1,IL,AVON 5 NE,275,124
USC00110598,40.3436,-91.1125,198.1,IL,BENTLEY,269,121
USC00110868,41.1492,-89.6233,237.7,IL,BRADFORD 3SSE,281,128
USC00110993,37.1275,-88.6531,100.6,IL,BROOKPORT DAM 52,288,96
USC00111265,37.7308,-89.1658,118.9,IL,CARBONDALE SEWAGE PLT,284,100
USC00111420,41.3978,-88.2819,153.9,IL,CHANNAHON DRESDEN ISL DAM,291,130
USC00111491,37.9022,-89.8308,130.5,IL,CHESTER,279,102
USC00111497,42.1406,-87.7867,192,IL,CHICAGO BOTANIC GARDEN,295,136
USC00111700,38.6058,-88.3117,140.2,IL,CLAY CITY 6SSE,291,107
USC00111743,40.1375,-88.9675,213.4,IL,CLINTON 1SSW,286,120
USC00112140,40.1392,-87.6481,170.1,IL,DANVILLE,296,120
USC00112145,40.1019,-87.5961,160.6,IL,DANVILLE SEWAGE PLT,297,119
USC00112223,41.9342,-88.7756,266.1,IL,DE KALB,287,134
USC00112348,41.8472,-89.5047,213.4,IL,DIXON 1 NW,281,133
USC00112483,37.9878,-89.1931,128,IL,DU QUOIN 4 SE,284,102
USC00112923,40.7511,-88.4983,210.3,IL,FAIRBURY WWTP,290,125
USC00112931,38.3806,-88.3264,131.1,IL,FAIRFIELD RADIO WFIW,291,106
USC00113109,38.7103,-88.5758,152.4,IL,FLORA 5 NW,289,108
USC00113262,42.2972,-89.6039,228.6,IL,FREEPORT WASTE WTP,281,137
USC00113312,42.3994,-90.3861,229.5,IL,GALENA,274,138
USC00113320,40.9464,-90.3856,235,IL,GALESBURG,274,126
USC00113666,39.3425,-90.2056,167,IL,GREENFIELD,276,113
USC00114089,38.7583,-89.6556,160,IL,HIGHLAND,280,109
USC00114198,40.4742,-87.6564,216.4,IL,HOOPESTON 1NE,296,122
USC00114355,41.4256,-91.0094,167.6,IL,ILLINOIS CITY DAM 16,269,130
USC00114442,39.7347,-90.1978,185.9,IL,JACKSONVILLE 2E,276,116
USC00114489,39.1053,-90.3419,192,IL,JERSEYVILLE 2 SW,275,111
USC00114530,41.5033,-88.1028,165.5,IL,JOLIET BRANDON RD DAM,293,131
USC00114603,41.1381,-87.8856,195.1,IL,KANKAKEE WASTEWATER,294,128
USC00114805,41.0411,-89.4061,140.2,IL,LACON 1N,282,127
USC00114823,40.5839,-90.9686,210.3,IL,LA HARPE,270,123
USC00114957,38.7267,-87.69,134.7,IL,LAWRENCEVILLE,296,108
USC00115372,41.3286,-88.7533,149.4,IL,MARSEILLES LOCK,287,129
USC00115430,39.4725,-88.3544,219.5,IL,MATTOON,291,114
USC00115768,40.9442,-90.6381,219.5,IL,MONMOUTH,272,126
USC00115841,39.4158,-89.4614,192,IL,MORRISONVILLE,282,114
USC00115901,42.0981,-89.9842,195.1,IL,MT CARROLL,278,135
USC00115943,38.3483,-88.8533,149.4,IL,MT VERNON 3 NE,287,105
USC00116011,38.3431,-89.3586,156.4,IL,NASHVILLE 1 E,283,105
USC00116080,41.1922,-91.0578,167,IL,NEW BOSTON DAM 17,269,128
USC00116200,40.5492,-88.9497,243.8,IL,NORMAL 4NE,286,123
USC00116446,38.7003,-88.0817,146.3,IL,OLNEY 2S,293,108
USC00116526,41.3283,-88.9106,160,IL,OTTAWA 5SW,286,129
USC00116610,39.6186,-87.6672,199,IL,PARIS STP,296,115
USC00116616,41.4947,-87.6803,216.4,IL,PARK FOREST,296,130
USC00116725,41.3269,-87.7858,219.5,IL,PEOTONE,295,129
USC00116753,41.3503,-89.1072,189,IL,PERU,285,129
USC00117126,39.1483,-89.1022,182.9,IL,RAMSEY,285,112
USC00117157,38.1853,-89.9283,131.1,IL,RED BUD 5 SE,278,104
USC00117354,41.9117,-89.0708,236.2,IL,ROCHELLE,285,134
USC00117603,38.9364,-88.0228,152.4,IL,STE MARIE (RIVER),293,110
USC00117636,38.6453,-88.9461,167.6,IL,SALEM,286,108
USC00117952,39.9811,-87.8769,205.7,IL,SIDELL 5NW,294,118
USC00118020,37.1644,-88.4311,108.8,IL,SMITHLAND L&D,290,96
USC00118293,42.4006,-89.9958,295.7,IL,STOCKTON 3 NNE,278,138
USC00118740,40.0839,-88.2403,219.8,IL,URBANA,292,119
USC00118870,39.9494,-90.2083,189,IL,VIRGINIA,276,118
USC00118932,38.2133,-89.085,155.8,IL,WALTONVILLE,285,104
USC00119241,39.4411,-90.3789,176.8,IL,WHITE HALL 1 E,274,114
USC00120182,40.105,-85.6717,265.2,IN,ANDERSON WTR WKS,312,119
USC00120200,41.6397,-84.9897,307.8,IN,ANGOLA,318,132
USC00120784,39.1742,-86.5214,253,IN,BLOOMINGTON IN UNIV,305,112
USC00120830,40.7475,-85.1739,251.5,IN,BLUFFTON 1 N,316,124
USC00121030,39.4239,-85.0128,192,IN,BROOKVILLE,317,114
USC00121747,39.1661,-85.9228,186.8,IN,COLUMBUS,310,112
USC00122096,40.8483,-84.93,249.9,IN,DECATUR 1 N,318,125
USC00122605,39.0311,-86.9369,179.8,IN,ELLISTON,302,111
USC00122825,40.2539,-85.1483,294.1,IN,FARMLAND 5 NNW,316,121
USC00123082,40.2986,-86.5067,251.2,IN,FRANKFORT DISPOSAL PLT,305,121
USC00123104,38.8672,-87.3083,167.6,IN,FREELANDVILLE,299,109
USC00123513,39.6439,-86.8767,224,IN,GREENCASTLE 1 W,302,116
USC00123527,39.7858,-85.7611,263.7,IN,GREENFIELD,311,117
USC00124662,40.4583,-86.1758,249.9,IN,KOKOMO 3 WSW,308,122
USC00124837,41.6117,-86.7297,257.6,IN,LAPORTE,304,131
USC00125117,40.7478,-86.3878,182.9,IN,LOGANSPORT CICOTT ST,306,124
USC00125337,40.58,-85.6586,240.8,IN,MARION 2 N,312,123
USC00126023,40.1825,-85.3497,292.6,IN,MUNCIE,315,120
USC00126164,39.8942,-85.3953,303.6,IN,NEW CASTLE 3 SW,314,118
USC00126580,38.8894,-86.5519,198.1,IN,OOLITIC PURDUE EX FRM,305,110
USC00126830,40.0739,-87.5067,193.2,IN,PERRYSVILLE 4 WNW,297,119
USC00127370,39.8544,-84.8778,309.4,IN,RICHMOND WTR WKS,318,117
USC00127482,41.0664,-86.2097,231.6,IN,ROCHESTER,308,127
USC00127724,38.1642,-86.8094,155.4,IN,SAINT MEINRAD,303,104
USC00127935,38.9822,-85.8989,173.7,IN,SEYMOUR 2 N,310,110
USC00128036,38.5528,-86.7944,154.2,IN,SHOALS 8 S,303,107
USC00129222,41.4439,-86.9294,224,IN,WANATAH 2 WNW,302,130
USC00129430,40.475,-86.9919,217.9,IN,WEST LAFAYETTE 6 NW,302,122
USC00129557,39.9961,-86.3542,289,IN,WHITESTOWN,307,118
USC00130112,41.0656,-92.7867,268.2,IA,ALBIA 3 NNE,255,127
USC00130203,41.9519,-93.5656,265.2,IA,AMES 5 SE,249,134
USC00130608,42.2614,-90.4233,183.8,IA,BELLEVUE L&D 12,274,137
USC00130745,40.6189,-94.505,341.4,IA,BLOCKTON 1W,241,123
USC00130753,40.7597,-92.4394,247.5,IA,BLOOMFIELD 1 WNW,258,125
USC00130807,42.0417,-93.8906,320.3,IA,BOONE,246,135
USC00130999,42.4172,-93.3775,350.5,IA,BUCKEYE,250,138
USC00131060,40.7747,-91.1164,210.3,IA,BURLINGTON 2S,269,125
USC00131319,42.05,-91.5881,246.9,IA,CEDAR RAPIDS NO 1,265,135
USC00131394,41.0164,-93.2792,286.5,IA,CHARITON 1 E,251,127
USC00131402,43.0775,-92.6714,309.1,IA,CHARLES CITY,256,143
USC00131442,42.7572,-95.5378,359.7,IA,CHEROKEE,233,141
USC00131533,40.7244,-95.0192,298.7,IA,CLARINDA,237,124
USC00131635,41.7947,-90.2639,178.3,IA,CLINTON 1,275,133
USC00131954,43.3894,-92.0939,382.5,IA,CRESCO 1 NE,261,146
USC00132171,42.0364,-95.3289,427,IA,DENISON,235,135
USC00132299,40.6458,-91.5639,214.9,IA,DONNELLSON,265,124
USC00132364,42.5397,-90.6464,189,IA,DUBUQUE L&D 11,272,139
USC00132864,42.8503,-91.8158,344.4,IA,FAYETTE,263,141
USC00133120,42.09,-92.6756,278,IA,GARWIN,256,135
USC00133239,41.8781,-92.7786,317,IA,GILMAN,255,134
USC00133438,41.2981,-94.4561,408.4,IA,GREENFIELD,242,129
USC00133473,41.7203,-92.7489,275.8,IA,GRINNELL 3 SW,256,132
USC00133487,42.3647,-92.7594,318.5,IA,GRUNDY CTR,255,137
USC00133517,42.7858,-91.0958,188.4,IA,GUTTENBERG L&D 10,269,141
USC00133632,41.6783,-95.3247,396.2,IA,HARLAN 1N,235,132
USC00133909,42.4897,-95.5489,417.6,IA,HOLSTEIN,233,138
USC00134063,41.3656,-93.6481,287.1,IA,INDIANOLA 2W,248,129
USC00134101,41.6092,-91.505,195.1,IA,IOWA CITY,265,131
USC00134228,42.0347,-94.4114,321.6,IA,JEFFERSON,242,135
USC00134308,42.9311,-93.7933,361.2,IA,KANAWHA,247,142
USC00134381,40.3967,-91.375,160.6,IA,KEOKUK LOCK DAM 19,267,122
USC00134557,43.4178,-93.5347,384,IA,LAKE MILLS,249,146
USC00134585,40.6233,-93.9508,343.8,IA,LAMONI,246,123
USC00134758,40.7244,-93.6453,304.8,IA,LEON 6 ESE,248,124
USC00134894,41.6381,-95.7883,301.8,IA,LOGAN,231,132
USC00135086,42.4733,-91.4517,301.8,IA,MANCHESTER 2,266,138
USC00135198,42.0647,-92.9244,265.2,IA,MARSHALLTOWN,254,135
USC00135230,43.1631,-93.1953,336.8,IA,MASON CITY,252,144
USC00135650,41.5836,-92.5497,294.1,IA,MONTEZUMA 1 W,257,131
USC00135837,41.4075,-91.0725,167.3,IA,MUSCATINE,269,130
USC00135952,43.0453,-92.3122,349.9,IA,NEW HAMPTON,259,143
USC00136243,42.0697,-96.1258,323.1,IA,ONAWA 3NW,228,135
USC00136527,41.3761,-92.9203,237.7,IA,PELLA 1S,254,130
USC00136755,42.5864,-93.4364,358.1,IA,POPEJOY 1S,250,139
USC00136891,40.8744,-95.5667,298.7,IA,RANDOLPH,233,125
USC00136940,41.0036,-95.2419,317,IA,RED OAK,236,127
USC00137386,43.1792,-95.6603,472.7,IA,SANBORN,232,144
USC00137594,43.1808,-95.8528,432.8,IA,SHELDON,231,144
USC00137700,43.0558,-96.1525,414.5,IA,SIOUX CTR 2 SE,228,143
USC00137726,42.8931,-95.0653,432.8,IA,SIOUX RAPIDS 4 E,237,142
USC00137844,43.1653,-95.1467,404.2,IA,SPENCER 1 N,236,144
USC00138296,42.0356,-92.5806,289.3,IA,TOLEDO 3N,257,135
USC00138568,42.1703,-92.0078,259.1,IA,VINTON,261,136
USC00139750,42.1669,-93.3097,340.2,IA,ZEARING,251,136
USC00140010,38.9267,-97.2128,356.6,KS,ABILENE,220,110
USC00140135,38.4694,-99.5519,630.9,KS,ALEXANDER,201,106
USC00140195,38.8619,-96.4892,441.7,KS,ALTA VISTA,226,109
USC00140313,37.0631,-97.04,340.8,KS,ARKANSAS CITY,221,95
USC00140365,37.1942,-99.7633,600.5,KS,ASHLAND,199,96
USC00140405,39.5756,-95.1108,288,KS,ATCHISON,237,115
USC00140439,39.7997,-101.042,894.3,KS,ATWOOD,189,117
USC00140443,38.9089,-95.815,328.9,KS,AUBURN,231,110
USC00140447,37.6983,-96.9706,374.9,KS,AUGUSTA,222,100
USC00140676,37.8264,-99.6542,723.9,KS,BELLEFONT 3S,200,101
USC00140693,39.4575,-98.1125,428.2,KS,BELOIT,213,114
USC00140836,39.6194,-101.544,1036.3,KS,BIRD CITY 10S,185,115
USC00140957,39.0636,-94.8958,253,KS,BONNER SPRINGS,238,111
USC00141003,39.9028,-96.7683,398.1,KS,BREMEN 1 E,223,118
USC00141104,37.5433,-99.6383,734.6,KS,BUCKLIN,200,99
USC00141141,38.2006,-99.5344,641.3,KS,BURDETT 1 NW,201,104
USC00141202,38.6453,-96.3506,381.9,KS,BUSHONG 5 W,227,108
USC00141233,37.0247,-97.6092,347.5,KS,CALDWELL,217,95
USC00141371,39.5067,-98.4305,448.1,KS,CAWKER CITY,210,115
USC00141395,37.0347,-96.4631,268.2,KS,CEDAR VALE 5SSE,226,95
USC00141452,38.3314,-98.3131,518.2,KS,CHASE 3 SE,211,105
USC00141522,37.8131,-100.346,819.9,KS,CIMARRON,195,101
USC00141536,38.5214,-98.5358,547.1,KS,CLAFLIN,209,107
USC00141559,39.3739,-97.1275,367.9,KS,CLAY CTR,220,113
USC00141593,39.5642,-97.2875,388.9,KS,CLIFTON,219,115
USC00141699,39.3925,-101.069,966.2,KS,COLBY 1SW,189,114
USC00141704,37.2706,-99.3272,634.9,KS,COLDWATER,203,97
USC00141730,38.8972,-100.114,733.7,KS,COLLYER 10 S,197,110
USC00141740,37.1764,-94.8397,275.8,KS,COLUMBUS,239,96
USC00141795,37.3842,-97.6431,417.6,KS,CONWAY SPRINGS,216,98
USC00141858,38.3703,-96.5483,371.9,KS,COTTONWOOD FALLS,225,105
USC00141867,38.6758,-96.5097,402.3,KS,COUNCIL GROVE LAKE,225,108
USC00141875,39.2425,-98.8678,573,KS,COVERT,207,112
USC00141999,39.3214,-99.5886,640.1,KS,DAMAR,201,113
USC00142086,39.6689,-99.7319,669.3,KS,DENSMORE 2N,200,116
USC00142135,38.5658,-96.8478,445.9,KS,BURDICK DIAMOND SPGS,223,107
USC00142213,39.625,-100.423,832.1,KS,DRESDEN,194,116
USC00142267,38.5967,-96.3806,367.9,KS,DUNLAP 2 N,226,107
USC00142401,37.8183,-96.8444,393.2,KS,EL DORADO,223,101
USC00142432,37.0058,-101.887,1097,KS,ELKHART,182,95
USC00142452,38.9486,-99.5647,652.3,KS,ELLIS,201,110
USC00142622,37.8253,-96.2644,335.3,KS,EUREKA 1E,227,101
USC00142835,37.8428,-94.7086,257.6,KS,FT SCOTT,240,101
USC00142848,39.525,-96.5572,374,KS,FOSTORIA 7 NW,225,115
USC00143008,38.28,-95.2178,305.1,KS,GARNETT 1 E,236,105
USC00143138,39.6539,-95.9808,424,KS,GOFF 3 WSW,230,116
USC00143175,38.9581,-100.553,818.4,KS,GOVE 4W,193,110
USC00143218,38.3758,-98.7803,566.9,KS,GREAT BEND,207,106
USC00143239,37.6025,-99.3022,683.7,KS,GREENSBURG,203,99
USC00143248,37.3589,-96.4483,352,KS,GRENOLA 1 N,226,97
USC00143323,39.8586,-97.2936,438.9,KS,HADDAM,219,117
USC00143527,38.8586,-99.3358,612.6,KS,HAYS 1 S,203,109
USC00143554,38.6003,-100.62,868.7,KS,HEALY,193,107
USC00143665,39.3617,-99.8278,654.4,KS,HILL CITY 1E,199,113
USC00143667,38.3569,-97.2025,435.9,KS,HILLSBORO,220,105
USC00143810,39.6678,-95.52,313.9,KS,HORTON,233,116
USC00143822,37.4603,-96.2869,313.9,KS,HOWARD 1W,227,98
USC00143837,39.3533,-100.44,824.8,KS,HOXIE,194,113
USC00143847,38.1042,-98.6592,569.1,KS,HUDSON,208,103
USC00143855,37.1644,-101.34,947.9,KS,HUGOTON,187,96
USC00143930,37.9311,-98.0297,478.5,KS,HUTCHINSON 10 SW,213,102
USC00143954,37.2364,-95.7003,245.4,KS,INDEPENDENCE,232,96
USC00143974,38.1869,-97.8417,464.8,KS,INMAN,215,104
USC00143984,37.9233,-95.4242,290.8,KS,IOLA 1 W,234,102
USC00143997,39.6611,-98.3483,481.6,KS,IONIA,211,116
USC00144089,39.6678,-98.1567,487.7,KS,JEWELL,212,116
USC00144161,38.0586,-100.299,813.8,KS,KALVESTA 1 W,195,103
USC00144313,37.6361,-98.1136,470.9,KS,KINGMAN,213,100
USC00144333,37.9283,-99.3656,658.1,KS,KINSLEY 2E,203,102
USC00144464,37.9411,-101.249,913.8,KS,LAKIN,188,102
USC00144598,39.8125,-98.5558,571.2,KS,LEBANON,209,117
USC00144608,38.4161,-95.8511,360,KS,LEBO,231,106
USC00144613,39.0464,-95.3919,271.9,KS,LECOMPTON,234,111
USC00144695,37.0222,-100.929,863.8,KS,LIBERAL,190,95
USC00144708,39.5942,-96.3331,409,KS,LILLIS,227,115
USC00144712,39.0294,-98.13,423.7,KS,LINCOLN 1 SE,212,111
USC00144735,38.5753,-97.6753,405.4,KS,LINDSBORG,216,107
USC00144775,39.6658,-99.5772,591.3,KS,LOGAN,201,116
USC00144807,39.9694,-99.5339,643.1,KS,LONG ISLAND 1N,201,118
USC00144812,37.3833,-96.0814,286.5,KS,LONGTON,229,98
USC00144821,38.6539,-99.1797,609.6,KS,LORETTA,204,108
USC00144857,39.9,-98.0256,488.3,KS,LOVEWELL DAM,213,118
USC00144937,38.1353,-96.14,356.6,KS,MADISON,228,104
USC00144972,39.1972,-96.5814,324.6,KS,MANHATTAN,225,112
USC00145039,38.3778,-97.0753,417.3,KS,MARION RSVR,221,106
USC00145063,39.8383,-96.6364,358.1,KS,MARYSVILLE,224,117
USC00145069,38.1847,-96.5692,396.2,KS,MATFIELD GREEN 2 N,225,104
USC00145127,39.7844,-101.369,1025.3,KS,MC DONALD,187,117
USC00145132,39.0542,-96.2367,313.9,KS,MC FARLAND,228,111
USC00145152,38.3772,-97.6097,463.3,KS,MCPHERSON,217,106
USC00145306,39.0744,-96.8983,368.8,KS,MILFORD LAKE,222,111
USC00145335,39.3506,-97.4547,433.1,KS,MILTONVALE,218,113
USC00145355,39.2767,-100.839,922,KS,MINGO 6E,191,113
USC00145463,37.9192,-95.175,335.3,KS,MORAN,236,102
USC00145539,37.8658,-97.6647,438.9,KS,MT HOPE,216,101
USC00145628,39.185,-99.025,557.8,KS,NATOMA,205,112
USC00145744,38.0344,-97.3431,438.9,KS,NEWTON,219,103
USC00145856,39.7411,-99.8361,719.3,KS,NORTON 9SSE,199,116
USC00145906,39.8183,-100.533,795.5,KS,OBERLIN,193,117
USC00145920,37.8167,-99.5611,685.8,KS,OFFERLE 5 S,201,101
USC00145972,38.8875,-94.7603,321.6,KS,OLATHE 3E,239,110
USC00146084,38.5019,-94.9597,262.1,KS,OSAWATOMIE,238,107
USC00146115,37.175,-95.1039,254.5,KS,OSWEGO 1 N,237,96
USC00146128,38.6133,-95.2808,280.1,KS,OTTAWA,235,107
USC00146209,38.5911,-94.8778,262.1,KS,PAOLA,238,107
USC00146217,39.5533,-96.8753,398.7,KS,PARALLEL,222,115
USC00146305,37.4347,-97.3922,374,KS,PECK 2 S,218,98
USC00146787,39.4572,-100.758,899.2,KS,REXFORD 1SW,191,114
USC00146813,37.2294,-101.951,1075.9,KS,RICHFIELD 10 WSW,182,96
USC00146979,37.8072,-96.6797,448.1,KS,ROSALIA 3W,224,101
USC00147007,39.1333,-95.9486,282.9,KS,ROSSVILLE,230,112
USC00147093,39.7675,-101.807,1024.7,KS,SAINT FRANCIS,183,117
USC00147095,39.8303,-101.919,1100.9,KS,ST FRANCIS 8NW,182,117
USC00147140,39.2044,-100.027,762,KS,SAINT PETER 4ENE,197,112
USC00147271,38.4819,-100.919,905.3,KS,SCOTT CITY,190,106
USC00147305,37.1317,-96.1861,274.3,KS,SEDAN,228,96
USC00147397,38.8961,-101.751,1051.6,KS,SHARON SPRINGS,183,110
USC00147542,39.7772,-98.7783,542.5,KS,SMITH CTR,207,117
USC00147796,38.2144,-98.2078,498.7,KS,STERLING,212,104
USC00147809,38.7694,-94.6683,335.3,KS,STILWELL,240,109
USC00147922,37.4414,-100.979,898.9,KS,SUBLETTE 7WSW,190,98
USC00148038,37.9928,-101.742,1008.3,KS,SYRACUSE 1NE,184,102
USC00148086,39.0175,-97.8814,399.3,KS,TESCOTT,214,111
USC00148156,39.0314,-95.0522,253,KS,TONGANOXIE 5SE,237,111
USC00148235,38.4661,-101.776,1108.3,KS,TRIBUNE 1W,183,106
USC00148245,37.8236,-99.0781,624.8,KS,TROUSDALE 1 NE,205,101
USC00148250,39.8283,-95.0881,317,KS,TROY 3N,237,117
USC00148287,37.5983,-101.291,932.7,KS,ULYSSES 3NE,187,99
USC00148323,38.6397,-100.168,798.6,KS,UTICA,196,108
USC00148341,39.3033,-95.4861,321.9,KS,VALLEY FALLS 3 SW,234,113
USC00148495,39.0297,-99.8831,749.8,KS,WAKEENEY,198,111
USC00148498,39.23,-99.88,722.4,KS,WAKEENEY 16N,198,112
USC00148549,37.5578,-95.06,275.8,KS,WALNUT 4S,237,99
USC00148563,39.2142,-96.3703,348.7,KS,WAMEGO 4 W,227,112
USC00148578,39.8089,-97.055,399.9,KS,WASHINGTON,221,117
USC00148670,37.2778,-97.4097,374.9,KS,WELLINGTON,218,97
USC00148802,38.7975,-96.7286,449.9,KS,WHITE CITY,224,109
USC00148964,37.2889,-96.9408,376.4,KS,WINFIELD 3NE,222,97
USC00150012,37.2317,-86.6867,149.4,KY,ABERDEEN,304,96
USC00150381,36.8825,-83.8819,301.8,KY,BARBOURVILLE,326,94
USC00150422,36.8978,-86.1247,189,KY,BARREN RIVER LAKE,309,94
USC00150450,36.8583,-83.3303,354.8,KY,BAXTER,331,93
USC00150700,36.7833,-83.5167,347.5,KY,BLACKMONT,329,93
USC00150875,37.7436,-85.7483,259.1,KY,BOSTON 6 SW,312,100
USC00150940,37.495,-85.1517,201.2,KY,BRADFORDSVILLE,316,98
USC00151227,37.5319,-87.2669,122.5,KY,CALHOUN LOCK 2,299,99
USC00151640,36.8833,-83.0167,548.6,KY,CLOSPLINT 4 ESE,333,94
USC00151725,37.0897,-85.3045,257.6,KY,COLUMBIA STATE POLICE,315,95
USC00152040,37.6528,-84.7708,274.3,KY,DANVILLE,319,100
USC00152072,37.1594,-87.6881,140.2,KY,DAWSON SPRINGS,296,96
USC00152791,38.1228,-83.5328,256,KY,CAVE RUN LAKE,329,103
USC00153246,37.0014,-85.9072,234.7,KY,GLASGOW,310,95
USC00153252,37.6011,-85.9067,216.4,KY,GLENDALE,310,99
USC00153398,38.2514,-82.9886,217.9,KY,GRAYSON LAKE,334,105
USC00153430,37.2592,-85.5022,179.8,KY,GREENSBURG,313,97
USC00154369,37.9397,-84.6597,265.2,KY,KEENE 1 WSW,320,102
USC00154848,38.6439,-82.8628,163.7,KY,LLOYD GREENUP DAM,335,108
USC00154955,38.2778,-85.7917,134.1,KY,LOUISVILLE MCALPINE,311,105
